2014-10-1,90.19144697202721
2014-10-2,88.73950019770693
2014-10-3,85.83560664906638
2014-10-6,84.3836598747461
2014-10-7,93.09534052066776
2014-10-8,90.19144697202721
2014-10-9,94.54728729498804
2014-10-10,90.50603543979659
2014-10-14,86.70677471365855
2014-10-15,98.90312761794887
2014-10-16,84.3836598747461
2014-10-17,88.73950019770693
2014-10-20,91.93378310121153
2014-10-21,87.28755342338665
2014-10-22,88.73950019770693
2014-10-23,92.51456181093964
2014-10-24,90.50603543979659
2014-10-27,86.41638535879449
2014-10-28,91.64339374634748
2014-10-29,93.09534052066776
2014-10-30,91.93378310121153
2014-10-31,94.83767664985209
2014-11-4,95.99923406930832
2014-11-5,91.64339374634748
2014-11-6,87.28755342338665
2014-11-7,90.50603543979659
2014-11-10,87.86833213311476
2014-11-11,91.93378310121153
2014-11-12,89.6106682622991
2014-11-13,83.22210245528989
2014-11-14,92.22417245607559
2014-11-17,93.96650858525992
2014-11-18,86.9971640685226
2014-11-19,93.09534052066776
2014-11-20,90.48183632689125
2014-11-21,90.50603543979659
2014-11-25,101.80702116658942
2014-11-26,88.73950019770693
2014-11-27,90.19144697202721
2014-11-28,89.02988955257098
